,time,geo,contribution_x1_TV,contribution_x2_OOH,contribution_x3_Radio,contribution_x4_Podcast,contribution_x5_Video,contribution_x6_Social-Paid,contribution_x7_Social-Organic,contribution_x8_Display,contribution_x9_Programmatic,contribution_x10_Native-Ads,contribution_x11_Paid-Search,contribution_x12_Brand-Search,contribution_x13_Shopping-Ads,contribution_x14_Retargeting,contribution_x15_Affiliate,contribution_x16_CTV,contribution_x17_Streaming-Audio,contribution_x18_Influencer,contribution_x19_Email,contribution_x20_Push-Notif
16,2020-04-26,national,0.0,5318.6208914699,0.0,48.0542564153269,7171.454666745639,0.0,5530.199111953402,12746.45763519442,10031.022740318898,4740.995132605611,14043.249074015204,0.0,0.0,26018.085584991262,11373.312049504812,7829.208710378868,3067.7557772424507,13465.839872492328,0.0,11199.760787000674
17,2020-05-03,national,0.0,9675.036479569388,0.0,2850.6538065479517,5031.0101854654295,8989.860066295047,4744.461193645045,12486.928403181897,9835.484274365124,5337.475800361575,23200.60049316382,0.0,0.0,22944.937062788074,11388.700771242391,8550.76087911383,2024.5480509646154,12723.12252352622,0.0,14381.228753008141
18,2020-05-10,national,5201.825601627718,10373.205081276406,0.0,4608.749588590103,3472.766027037356,13923.32281313602,3474.7431768046185,13061.973169861169,10103.267956808886,6366.63315052399,28421.969139713467,9110.479245669612,0.0,18576.35792037423,7227.059367234595,10430.180914394166,1498.464554055594,13177.350524976211,0.0,14802.196467574655
19,2020-05-17,national,6200.02884427839,9202.336380121546,5723.685425423275,4674.67046436489,8526.291333756115,15336.674398873845,3909.2326341817848,13180.764196461278,10495.097629111944,6124.33803869926,29809.690752300605,22690.418899905984,2738.721387295156,24132.537783181513,7186.400605762084,11208.550143885182,1128.214803664672,12352.517802041591,0.0,15068.556403384498
20,2020-05-24,national,4674.453124563246,6927.509499191154,8247.74585760778,3107.1885530576947,14053.765359619942,15673.552519644521,6270.541913725274,12949.373043766143,10187.956969719029,5385.148354379413,29013.70518639632,29665.868102624983,16774.896103815157,25432.11226240934,4098.262698885794,11993.224901698346,688.3569946883314,9613.619007669322,0.0,14708.981004194888
21,2020-05-31,national,3490.489910295958,9800.686482194324,10808.141342974666,2942.993103909287,16437.246094569775,16566.03001899486,9106.782990299163,11837.927584636771,10357.909076395212,4711.852238076469,28950.009146553264,31600.772821671264,21669.984181136428,25769.226765264226,10283.983797400531,12313.068142084296,405.61071075417425,6685.678827467996,4899.355689830568,15039.817401161798
22,2020-06-07,national,2587.166071862793,14845.074906714146,9525.57966757439,3017.1273260272724,19049.56184966399,16423.173994734152,10477.16014510501,8761.563623942,7800.59568635301,3239.2254910377333,29585.654474936957,32416.553945281918,19848.870672046778,25833.92148110533,11337.140881922147,11750.357453111881,2140.1823101208306,10707.22617511894,2137.3426134718143,11324.066382401139
23,2020-06-14,national,1906.8792695058012,12257.676831084074,11909.226562123085,4708.070552061528,19515.56872295393,18854.672363933652,11700.052614533648,11923.364504017603,5170.216453697634,3876.5330001808074,30749.1640412288,32715.52500684396,22891.777187431366,26009.700184039553,7599.7076667359415,12115.025061687775,3520.987593117539,11569.417874540646,15313.757140907608,13679.557872006628
24,2020-06-21,national,1399.5688602543494,12517.20767330035,10708.365769707214,3132.787149024136,20295.220724065224,17660.437201917895,12025.130387108831,12614.200015217883,9276.476536838223,2485.7579064916163,30566.39330389382,33010.04903854987,25491.945028575512,26049.97255534891,4376.931262058259,11897.690862239246,3869.477285973143,12103.057883002082,18819.324871881145,14479.577312122436
25,2020-06-28,national,20278.063764064947,9910.824773464468,8300.19972699899,3561.3315444488708,21087.660074990596,19959.74453706712,12389.638668467549,12988.534103204876,9853.487355681227,2750.266764758986,31290.69546467853,32976.19582474798,27302.338670088182,25733.252514573505,2325.531562435587,11042.117570449735,3885.4400090664444,10825.680808684081,21206.15922458225,10606.117631796922
26,2020-07-05,national,16685.424873701126,9473.703193997102,6079.266842197637,4972.366378995188,20899.631133298215,20838.30522462986,12958.912849052873,12786.597144317699,10078.140865855426,1678.71195101779,33435.78011836562,32713.535078075845,26747.29016869348,26075.187537761707,1190.2318104638432,10573.508901478484,2641.9634105719474,12625.181391547121,23390.581156529297,14618.05321157828
27,2020-07-12,national,20800.73801071532,7346.989612911153,4221.175875810814,4888.425909938733,21600.330773311493,20785.707294603784,12964.955507687364,12591.30590757552,9566.257036555033,1561.0268620343118,33772.86764135564,32392.471879134588,26308.418598287586,23037.667543751868,583.7139034011979,9525.485098487736,1717.074928492382,11888.428839800217,23655.963409295593,14793.530250138449
28,2020-07-19,national,19700.19333631039,5374.764195401624,6566.71724523821,4009.286161109435,20561.90813834187,20629.634314333707,13296.392571107051,12593.811065476038,10146.576860984698,2427.981840474564,34514.233889819385,32091.803826164378,25159.861826578046,25275.07575974324,287.95221932626515,8916.196099977642,1080.555804017702,9071.094491305363,22826.59264177028,14741.558091660792
29,2020-07-26,national,22040.814067489493,3730.116185757226,6515.472028613781,2607.9518999131806,21242.71128231427,18180.627214319404,12687.217448219353,12759.268927661968,10500.03791039012,1469.2105485090167,33380.904987236456,30948.344946855093,22859.778364324717,26099.82169970969,1363.6590542850768,7216.553352017455,665.4327770358681,12182.01598908129,22702.866181312264,10936.889147784577
30,2020-08-02,national,18491.86456947888,2134.9523076200085,6721.106794234695,3389.5704696597904,21607.398041388617,14613.646734882946,12861.61731058247,12986.573769098142,7967.864976273542,2575.308225876165,32636.153476087176,28752.543299571596,18787.608582150166,26060.616296464817,656.4852118304126,5458.335518755813,399.48335097425985,12203.989853522537,21511.075864464783,6837.939763193051
31,2020-08-09,national,15120.429089649246,1447.1495798602907,4829.418668566536,2159.4613949092195,21222.484422431,10834.281194649433,13126.586971397026,10145.526728334646,10265.57147746265,1614.273618567857,30938.00292718304,24738.113553508174,14198.506141602202,26286.174339142304,322.3219584563286,5727.191593310615,3563.848817693642,12290.834339035582,19667.047819424286,14153.504621543247
32,2020-08-16,national,12083.47760410557,689.7234742509556,3249.574983779959,1326.9751820559056,20046.005512932312,7492.414142503085,12907.403460537857,6964.352652299759,10576.49071947134,2987.9172131219034,29702.177530681274,19330.52028768137,9630.132796376876,26765.385867417353,158.14696068897072,4127.01451453211,3827.9829392412994,11923.228544464502,13580.65733869397,14322.842278238057
33,2020-08-23,national,8069.064393916513,458.18997300415833,2133.616611049232,4441.738931993311,17228.288119357097,4614.328112046045,12106.18925486765,11981.375012128223,10142.20715551778,1844.831158310603,27357.92951751517,13349.591151091488,5506.146590813819,24148.236728823485,7712.664819996351,6245.858290766418,4587.247083862509,9110.101551111913,7552.213769157456,14869.883043877027
34,2020-08-30,national,6156.568261351561,71.52368556843092,1369.5623098140832,5900.631907196691,13806.888508869217,2478.563170407272,10278.701558706014,12354.552115096736,10027.522222536674,1095.9525199215261,29645.84659331839,8056.384790305867,2894.800511399632,25368.310275301592,14092.059923485745,6872.108986468995,4260.566617832586,6212.267069913096,3498.9556605721395,15295.515816651747
35,2020-09-06,national,3492.961970135969,0.0,865.8581135403122,7803.138298742763,10256.970497875356,1092.8357307554347,7917.315778513514,13001.073111670843,9507.762179748815,634.7286391446808,29223.664507828667,4152.818458463049,1154.0804110301128,25808.94078613712,13911.845208132772,7055.336871229807,4874.143416595227,3815.4218162866205,1439.6847932475775,14749.286792816898
36,2020-09-13,national,2109.5003944354503,0.0,471.11040214336435,7319.8008054189895,7288.087520906995,176.37568237864195,5583.141688554009,12685.41236307931,6850.071057973187,359.997266933952,30530.38103433046,1656.5549472113291,285.174475578173,25935.245822818615,12058.047027794233,9386.168138508854,4273.549755665149,12193.569162486023,551.9657274333506,15042.969737279838
37,2020-09-20,national,11.777711908390055,0.0,232.35593159661948,6389.6248874014655,4484.324189106905,0.0,3646.0107088014606,12929.297282328405,10133.648192024757,2283.306198271869,29636.70007113373,633.9548612833934,0.0,26107.559337996518,12701.987552592896,12195.810676224675,3575.143340286023,12770.8124060397,183.22777602987009,11328.711596220046
38,2020-09-27,national,0.0,0.0,28.420882342587994,5506.5085286770045,2259.896308625624,0.0,2222.2406054547487,10072.5814946934,10253.088351916835,1375.6461110570488,27850.400729518475,264.07018715617346,0.0,26152.292526279998,11565.833363636244,13056.634333397355,2403.359223236341,13043.399464470856,47.686938104732626,7199.56754371197
39,2020-10-04,national,0.0,0.0,0.0,5488.925199622591,831.1165897580197,0.0,1269.9328543690463,6896.221217480905,10258.643878451878,3961.7385640841244,22378.6043399853,151.0416154405547,0.0,23156.380905363178,7389.668945497988,13943.270237244362,1544.5631133594027,12480.58624897842,0.0,14236.349473897511
40,2020-10-11,national,0.0,0.0,0.0,5543.187171189455,4104.35232320243,0.0,680.2785569244627,12302.144972141305,7684.831094664694,5294.777642940246,21966.80443449365,86.27191152004886,0.0,25182.342640807798,6286.001907164243,14332.094644883497,960.9117065866452,12400.59803195821,0.0,14727.065428083615
41,2020-10-18,national,0.0,0.0,0.0,3789.868755723074,2745.3038927938433,0.0,2834.360818384027,12471.174686388838,9369.788299126789,4361.762756696749,27063.780524628062,49.23752627081612,0.0,26139.909483066476,4021.9757347180753,15244.23097450531,574.7695324253316,12575.396621625849,0.0,14861.547273703058
42,2020-10-25,national,0.0,0.0,0.0,2443.9001386238624,6077.473884147423,0.0,2469.6418905007577,12662.300509225735,9548.345404627451,5045.589237576818,27807.34669995824,28.088291244816595,0.0,26430.241885732674,7055.490246821,15264.894225544329,335.8638573074113,9881.95115826399,0.0,15018.100309855941
43,2020-11-01,national,0.0,0.0,0.0,2385.7700988408533,13726.798043170891,2827.4081998456404,4063.1628687589136,13076.053048721522,6893.773462295076,4196.158575905808,26055.5410580494,16.01922669927258,0.0,26175.866153744893,3998.441866874719,15435.957431780567,162.63890717315294,10720.749278445865,0.0,15053.598872333263
44,2020-11-08,national,302.77365320971086,10482.148592769097,0.0,1466.2693247238278,14188.192000311728,4537.9581755076915,8272.892213869893,10260.057396312222,4384.009920855336,4107.119356674751,24714.68593511815,745.7325271689751,0.0,26627.964404378006,2108.6431280559286,15848.55055846743,69.65509124916697,12044.44810896086,0.0,14953.440944297194
45,2020-11-15,national,220.04393664018852,10840.817968195215,5782.9984044429875,1819.2078743613138,11051.700740649763,13402.417023344431,9010.751322012504,11547.803950531246,9045.160145398224,3011.4330969131206,26970.789417366035,14717.615417492067,11863.13176215407,23920.42060710805,7449.492224688884,16044.434839912758,3627.5824951622308,9247.838898231586,321.30240721559295,11211.29233939057
46,2020-11-22,national,19620.86551724374,8375.700303873085,8626.096624122565,5467.291290978965,8246.936707465551,16324.738293755317,7853.4998952301985,12797.670166933656,10106.893608112361,1861.5159897989029,22570.769347142304,23448.517197306443,20409.39831657618,19843.507970650633,11767.190452447174,16392.231934064625,2443.3163024214155,12243.462499058218,8123.748436299264,14880.2786978848
47,2020-11-29,national,26325.590788703736,10343.559242400983,9563.6544606126,4035.448954754,5931.172214850347,17771.959928209882,5987.71821529557,13327.554211921259,10344.972321379288,1103.2462198473227,18137.06029174335,28729.72389796728,23047.452180475095,24195.02870881469,14567.01581680438,16313.088368809647,2430.7140989980285,12488.12088007627,14846.78994416605,14838.46620070941
48,2020-12-06,national,22751.763986622824,13274.315959793084,7213.076058124219,2624.9322844715707,5182.670108184374,20271.946719861277,4164.204116033052,12953.394287221485,7785.4960936291045,630.5307835720631,17030.975953650584,29488.517180708117,26347.077375856043,25266.669123959316,13083.38513266012,16261.999621103649,4658.655918358877,9774.229450232382,15606.280822681456,14791.820372373182
49,2020-12-13,national,19165.186701416467,12988.458007649062,11402.162286214094,1635.8646932976922,5370.5960115108,21329.318424599296,5654.744627207871,12635.894995202401,9669.603619750513,356.0195722911355,13794.556465213424,31555.804504563912,26981.407879600567,25603.411167321017,8714.269929885351,16254.977008942305,3261.520972150729,6840.741293365464,15387.104427467175,14389.11331386424
50,2020-12-20,national,15743.901702016989,10675.518772836906,13510.94526480637,4383.4419926226765,3585.218300481713,21230.564449948706,5398.300739669667,12732.805542124797,10532.556748759047,2876.4851651320946,25990.123149124483,30540.51056396377,28925.613570064103,25460.981881387772,5163.522648682475,15998.602236068082,4594.300193270074,10158.745428830212,21804.08662196395,10493.817116209964
51,2020-12-27,national,12634.677015619965,13213.9824389518,14572.138245386073,5939.887708762281,2906.9701613256516,19382.285568298223,5069.975017407602,12912.366417970177,10406.193591689198,1768.8174200986666,27922.243751686234,31716.003210803003,29186.306381662136,22089.33806324671,9392.008384844214,15720.772519443815,4818.762561231937,12001.051205228392,20520.708839021612,14012.818129219646
52,2021-01-03,national,9924.705132786836,10578.900638321804,15400.897366207466,4117.332976334298,1661.2392610480308,16009.459623485036,4670.303079264749,12812.634399643093,10590.49933554962,5430.831995333495,29624.648254641263,30190.608268348733,29135.91137016934,25107.567950560693,9050.47369899124,15180.822680595962,4496.689177041271,12995.712032951102,20018.594471117176,14948.227878373253
53,2021-01-10,national,9437.157355439102,9623.993422803547,15106.231127843448,6490.531840904145,1101.146986758067,14831.485750129397,4550.8758863770245,9926.1498321869,10122.222962997565,6177.043447921331,29485.897806849,29199.97113548845,29155.62901494884,26091.173393279314,14048.49319881343,15132.134243041537,5945.694774556926,12634.862159479984,22189.74756048127,14958.129454183578
54,2021-01-17,national,5702.314899322343,7293.052545315281,14005.01221252213,5209.748059306198,725.0601828071045,11499.112485651092,4118.276909087529,6749.813568889377,10184.913532227667,5916.9388831105325,27528.33255236395,27495.653481156834,28125.62969805218,23083.52367590457,14643.940908865394,15427.363421160111,5906.362022239733,13256.834217608466,22021.15764324258,15092.761462690085
55,2021-01-24,national,1724.5745243654603,5266.83032611108,13479.153465173884,3643.660401995924,11616.223105171257,8001.185431331562,2682.232995554494,12262.406987134016,7599.988633221274,6866.165998834561,28987.510519109455,26541.609615510984,27400.618084252965,25973.758989515445,13080.675925989144,15232.911460520449,6484.5963777575425,10734.035905542396,22331.24768655046,11393.995057789885
56,2021-01-31,national,6711.7838032975815,3538.4231656096276,11637.79295502277,2343.427981470973,8708.45618546478,4981.56633676889,6994.671637557684,12946.38510619789,4991.432720764145,6505.295608987879,26694.91698091004,23813.02849395408,26300.00289884457,26027.024068124654,9359.490822087535,15079.4613291378,6654.070503886925,7809.548086471046,21080.338057122764,7259.51712110383
57,2021-02-07,national,5076.762155275237,2301.2794924278433,9657.361619235606,1448.0191055156715,16705.516061826365,2675.8842638596707,6204.851252288146,13389.243313937613,2922.0655968675123,6196.4023594349355,24787.036951295348,18992.158113569018,24326.005384875087,26122.372233159862,5645.219651905411,14430.959306304409,6818.912896989493,5083.223906076054,18774.113889274307,3936.9669240731155
58,2021-02-14,national,3800.5040525234,1546.2288939461887,7240.637183242611,4802.553670140719,18802.79318368988,1190.7317577667297,9794.52472525292,12989.447481078514,9799.885574884818,5986.678763457919,20293.278791002977,14094.805064748625,20276.323412632482,26127.987722592887,14126.345524313667,13850.991190462211,6869.287306004723,10731.508015781927,13214.195783797255,14325.545723552661
59,2021-02-21,national,2822.40507752601,554.0906205337648,5049.698342348473,3201.9959454267146,19901.335591243693,558.5872155087283,11358.1147880355,13094.048413968978,9770.085300876406,5980.161741039196,23524.48008450213,9111.990923934127,15478.9649973631,26123.658386403047,14930.756925648717,13148.285626700901,6516.552880098865,12645.336822620115,7267.241998689751,14877.355267726889
60,2021-02-28,national,2083.3012613994792,367.39965520686815,3170.2841837832098,2031.1811414567903,20461.40884888911,328.9302263826955,12122.867686097743,10283.082774252764,10419.417928100298,6643.4365242275835,21450.18692555538,5793.133186321916,10569.594906715387,26306.224988281345,13093.793703612866,12266.343040543668,6431.513552540225,9964.265508681681,3359.588958086273,11111.710611289123
61,2021-03-07,national,1349.053249997501,0.0,1824.6372203775961,3577.12760961178,20991.56909075585,39.664831823948425,12470.818677101155,7103.830497434374,10468.351372707166,7209.852729668291,22470.396802768188,3342.1147480395534,6122.908843114224,26435.678871058815,13922.974495111928,11966.169750794941,6405.544985468684,12397.616144072092,1384.625077700742,14399.7918286736
62,2021-03-14,national,986.7499211947272,0.0,1021.2414195795238,2294.579742069831,21504.943882955045,0.0,12758.918862893011,11919.456459957866,10431.497040577597,8067.413685242365,24892.01204149876,1860.721393007244,3399.678874688578,23628.374996327024,14308.439285234059,9897.747401763323,6438.296796628562,12626.434892979172,530.7511062374057,14738.515500023275
63,2021-03-21,national,720.1419607270144,0.0,354.03413990607424,5300.878285931812,21862.214361850292,0.0,13064.847608727176,12731.179258014537,7886.883305374938,7889.784742775971,22136.852999475894,898.6084241954899,1443.049918472962,19419.69730037806,13021.895822417995,7801.0260149362575,6229.843337169926,12587.505696873599,175.98222193660197,14790.392230432748
64,2021-03-28,national,0.0,0.0,141.80703717320276,4851.838451860384,21284.495698902865,0.0,13326.761014214459,12355.561063429162,10075.823156228156,8296.77806043272,23842.583581307048,458.233361517188,387.4947822085534,24877.064439603215,15038.058243622527,5761.592189179725,6296.580746337455,13059.093291142473,47.00112402479168,15109.035465916479
65,2021-04-04,national,0.0,0.0,0.0,5557.966448645774,22919.449716153646,0.0,12939.966379132791,12777.629605835695,10276.912654023336,8047.3876353074875,22254.765962108955,262.7267293960345,0.0,24525.325806945497,14876.532581709198,6260.313922386833,5610.000006235951,12518.590747251335,4.558247196835564,14392.172571030635
66,2021-04-11,national,0.0,0.0,0.0,6684.825652408016,23965.204230279098,0.0,13982.035012130653,12975.880356831249,10143.545640603876,8027.666058913541,27825.52493581989,150.27070318710477,0.0,25773.298945750317,15627.717409909745,4531.043142057607,6112.495080709329,12567.630074670253,0.0,14826.236827860448
67,2021-04-18,national,0.0,0.0,0.0,6345.627783423841,24846.140038449623,0.0,14927.182095676824,12801.37516310077,9950.880922970271,7573.9527225505335,27471.09737301794,85.83076785067034,0.0,26120.974666887996,15156.71393596571,3114.404088478173,4973.599309406386,9869.619210658453,0.0,11045.660492972278
68,2021-04-25,national,0.0,2120.118002052604,0.0,4459.861244546155,23931.413867889867,0.0,15732.780281070043,12793.846364571145,9931.882513193901,7932.540623685859,28659.040659269864,48.98548890623855,0.0,26345.568196421103,10713.154666802286,3463.429348177443,5120.307256727149,12083.879981326454,0.0,6937.148607229997
69,2021-05-02,national,0.0,4519.912091923331,0.0,6616.915194439163,23714.539045495876,0.0,15149.961145195051,9903.574216487445,10271.808832280969,8035.487817136553,26259.526817374808,27.944426162893606,0.0,26806.72000996676,11761.429126810726,6872.098733289598,4374.91651745052,12558.69631531506,0.0,3717.725338115745
70,2021-05-09,national,8192.692260699096,8727.837896688154,0.0,4694.258107912532,24812.14199654935,11538.10284701049,14821.748984243104,11953.207801188712,7700.119101025401,8475.988751071262,26291.65876729201,3693.5636244805974,0.0,24227.843724406746,7538.086871606659,5262.849572991191,5076.951909553389,12201.179602381102,0.0,13252.846227353008
71,2021-05-16,national,6255.857890828686,6521.883013691332,3251.3404010368445,3119.107384688797,25661.638954915732,15773.221647666463,15622.98932695372,12889.35962653107,9722.78031002277,8644.1611605231,32119.508297223158,15539.22804598935,2314.266751648603,20318.465180923693,4331.1638191765505,6830.6924343878345,5658.181260395137,12279.485573180096,0.0,14057.935416831235
72,2021-05-23,national,10395.236544794787,8208.224243929497,8541.256735040031,6990.815894313734,25349.76398197809,19287.907111463875,16437.65918115407,13049.84550503208,10293.463164410146,8425.73203343632,30977.69137434278,21884.217743365058,14124.237483918081,15250.057565098832,11543.63923844487,5418.64288917646,6114.998198682796,11938.563132333922,9539.54334758858,14991.840589986467
73,2021-05-30,national,12335.73826644076,8223.009221442511,10829.06744926528,6259.329712415389,25872.88429821592,20532.161850506676,16335.677325799357,13074.194072352682,7725.225238248583,8502.25446009524,26746.069805751722,23406.03445623922,21424.5671989309,24166.86519288442,7769.9795610556985,9356.932056370353,5234.824459475211,12586.305546334528,11633.705655004565,14243.763726681666
74,2021-06-06,national,9676.95409773889,6096.842191722823,13759.19918175402,5562.643310251574,25863.023358211434,19660.722778512532,16716.624350050944,10257.402140195778,10219.825916936352,7954.534180937841,25471.9372462461,26004.03003764218,21044.853338615692,25764.9002508673,4736.188046842013,7498.151646283572,5505.779119290398,12563.976020208194,17091.959436964524,14662.284140816095
75,2021-06-13,national,7460.346958460529,8392.636810104554,14229.781996104704,3805.0539007879283,25437.223535210534,17950.780180329737,16776.265145318102,12761.084375256303,10238.288116414038,7955.332178785132,26502.856877359936,26053.48519014331,26183.443313544463,26316.23624309441,2524.7229899737267,10552.17623827971,5833.731538860597,9868.075077625248,20079.586109547206,14793.687709387932
76,2021-06-20,national,10100.503342747808,6234.496275418472,14526.804518599687,4747.336592191955,25901.45931782669,18693.938503043475,16476.09133894927,12803.191558666651,10507.422932534651,8205.377135277166,27991.471661845586,21793.64848278133,26326.38898632901,26427.583104702073,4163.424371901395,12384.410927451134,5393.302645582544,9674.882916156039,21025.734656922672,11004.341621290514
77,2021-06-27,national,7808.324199721642,4466.614054674731,14103.428228074725,3157.822146979001,25471.632997484718,18845.938485521096,16783.655855119392,13212.424296366993,10196.88853930851,8396.793519302837,31164.63272721826,19104.124645539796,27319.161948690464,26595.213038947324,11725.260129661003,12302.74583242757,5505.80038745507,12391.152174391329,22072.335278264636,6899.356820510598
78,2021-07-04,national,5533.232754351599,10695.998276631222,13789.415524930595,2000.420857773672,24442.912011575223,17270.43437869397,16431.74973595067,12788.037530736396,7614.122505070902,8450.928741341615,28627.81446172535,15087.875119164335,26359.694110150966,26722.88661081848,7523.769640731401,11721.709609641035,5674.181910345947,12131.819656239213,22662.780388268362,14024.352116330965
79,2021-07-11,national,4154.162021676846,13709.164433286658,13401.504144908236,1223.4042673340773,24446.812139230013,18151.23267179356,15497.569706761618,9894.784638542493,5002.980352093332,8253.474932434805,27630.278671482105,13837.320169082768,26981.908087412958,26806.766076680422,9177.473914582992,12750.615774437027,5034.202160741738,9350.607981235742,23531.37054182522,14602.035062454705
80,2021-07-18,national,11670.633364122394,11725.53945253991,11554.896175827243,6251.068986943613,25038.973483353016,15655.141201693767,15267.889388951835,11672.586526002098,2929.7527912221085,7759.840331237203,22873.451662474992,9552.62347831798,24119.474852245206,24227.91898367661,11762.118608450284,10907.469749153895,5499.393084693223,11965.85846077982,23526.232254122522,14650.538892065984
