,time,geo,contribution_x1_linear-0,contribution_x2_linear-1,contribution_x3_linear-2,contribution_x4_linear-3,contribution_x5_linear-4,contribution_x6_linear-5,contribution_x7_linear-6,contribution_x8_linear-7,contribution_x9_linear-8,contribution_x10_linear-9,contribution_x11_delayed-start-0,contribution_x12_delayed-start-1,contribution_x13_delayed-start-2,contribution_x14_delayed-start-3,contribution_x15_delayed-start-4,contribution_x16_seasonal-0,contribution_x17_seasonal-1,contribution_x18_seasonal-2,contribution_x19_seasonal-3,contribution_x20_seasonal-4,contribution_x21_on-off-0,contribution_x22_on-off-1,contribution_x23_on-off-2,contribution_x24_on-off-3,contribution_x25_on-off-4,contribution_x26_on-off-5,contribution_x27_on-off-6,contribution_x28_on-off-7,contribution_x29_on-off-8,contribution_x30_on-off-9
15,2020-04-19,geo_1,2182.1152228163332,41.596475050334234,3664.602179987227,0.03432525381680876,1282.8416082959532,6.561434114712965,138.16476578314166,3891.066626486121,173.9235341321308,4441.472133688298,0.0,0.0,0.0,0.0,0.0,1096.3808504195824,161.74203813979423,0.0,5090.627231137158,7381.790006280493,0.0,1671.432818339617,0.0,879.9803630382066,0.0016599919955255177,1765.0362053593071,0.0,0.0,0.0,5103.8265267593915
16,2020-04-26,geo_1,1693.2293126411723,188.41355124112218,2903.3211435495273,0.000924808047056585,1628.473448645275,184.20431791545678,317.7050997800826,18132.54509426796,161.88353272066527,3916.566741185678,0.0,0.0,0.0,0.0,0.0,3738.553511164696,282.15573740184345,1.969598834609812,5176.63553422261,1848.8091893924643,0.0,5689.591932612365,0.0,100.64384510871511,1.991384508945366e-05,1904.3061998966105,0.0,0.0,0.0,2206.063569772091
17,2020-05-03,geo_1,1210.493812074343,252.85661680661727,2851.309036953408,54.077623174243456,579.5058150451216,252.50883351609983,143.56719443165107,17702.409516557527,105.35438862903456,4837.821668753349,0.0,0.0,0.0,0.0,0.0,3445.025864059886,0.5776392785999558,27.923025169545348,4922.579633566049,340.5090460422936,0.0,4001.378268739963,0.0,11.058701612324636,2.386964526983573e-07,323.14798824624154,0.0,0.0,0.0,6151.134778282153
18,2020-05-10,geo_1,2150.227943325057,176.34201840393766,2863.7616302605184,353.44282204937815,197.5338733774358,164.9039084043002,0.004592146668533409,18413.74947972458,51.081323627479435,6105.567231070924,0.0,0.0,0.0,0.0,0.0,5712.550264131891,2.7405894555948485,72.26052041040583,4673.886942973292,58.49440572145417,0.0,1304.4377870201354,0.0,1.1598659881207711,2.84864750776052e-09,19.564891810772092,0.0,0.0,0.0,4341.420359443049
19,2020-05-17,geo_1,1838.247186405848,84.86702378186216,2106.1130295880716,397.09384276203843,3281.7573885620404,82.7443435897097,377.2996151750526,18560.5314672126,66.16337601486384,5445.02209017623,0.0,0.0,0.0,0.0,0.0,5606.367054125858,1.0372220616998669,17.048862928696497,4431.174392608216,220.20745535988868,0.0,365.28640495884173,0.0,0.11496144244408767,2.6047721383260384e-11,1.054342212915071,0.0,0.0,0.0,5975.586357951943
20,2020-05-24,geo_1,1321.772789364356,30.041149889053738,1667.2098031553012,101.63409299056143,5026.102061052578,47.6142054556158,194.74701800344909,18628.396159555858,344.52650947062256,4327.972472422217,0.0,0.0,0.0,0.0,0.0,6057.999735452784,0.0020785670610178344,131.85295942399566,4194.99160317421,816.9351467010204,0.0,97.65710330307233,0.0,0.008048215248217586,0.0,0.05643969601938697,0.0,0.0,0.0,4021.255599842843
21,2020-05-31,geo_1,932.9251411382722,53.51003962818187,1988.4456510922503,75.45955605362906,5351.330710711897,50.57603214376634,166.3107953396403,18660.223687636746,426.3187927127095,3633.6547604368525,0.0,0.0,0.0,0.0,0.0,5404.643484082379,4.165071602806875e-06,156.39550105842937,5842.107915923087,3573.5953672336823,0.0,25.194627518976354,0.0,0.0,0.0,0.0030201734801184633,0.0,0.0,0.0,2258.432382549536
22,2020-06-07,geo_1,649.8551712901237,224.65786076229804,878.4944679332311,74.23291063047678,6251.584984962615,35.11585697622435,76.3808900211257,18697.079700089143,302.0060968147072,1660.9550265131181,0.0,0.0,0.0,0.0,0.0,3150.837198182458,2.890688189506608,37.25578708622701,5577.602230553234,715.4694698418202,0.0,6.348930126527537,0.0,0.0,0.0,0.00016113554050820695,0.0,0.0,0.0,656.767418956869
23,2020-06-14,geo_1,446.07519360910015,80.51162949104834,1630.1449293737635,351.71317162170806,5804.111356320517,103.26749542101349,0.0024225465317590047,18694.852621960858,481.8286075116031,3302.9991380256643,0.0,0.0,0.0,0.0,0.0,3536.3224962614236,0.005793674013047869,2442.46662945994,6245.572006820479,2091.2535018177327,0.0,1.6675856764959758,0.0,0.0,0.0,8.362235118469248e-06,0.0,0.0,0.0,175.74491389794417
24,2020-06-21,geo_1,305.1208612239737,99.75895556781438,821.792581300228,89.80981328518737,6087.778414927042,36.68198407712225,7.610639455198418e-08,18687.615954445908,491.2494512226728,1248.0439759869873,0.0,0.0,0.0,0.0,0.0,1855.8528846906422,1.1609476274885135e-05,1085.7469200706662,6369.27866119572,941.1772100938373,0.0,0.18387849601026468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.92658641097254
25,2020-06-28,geo_1,2432.18450808869,35.08896840987799,229.57445316696857,123.02742267844016,6412.901810262003,179.58348597161577,1.78825617500374e-12,18708.538405956515,455.3751315888433,2192.6885900146735,0.0,0.0,0.0,0.0,0.0,323.30214790960093,2.3263326966368815e-08,289.1359803973233,6436.261769289749,166.1318889378156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.926380799122752
26,2020-07-05,geo_1,1786.9750162928708,49.915914848258915,61.937137960587734,415.7664044460277,5847.728146014752,264.37782882879725,70.49012617884947,18715.997418075905,269.09977569883245,772.4473545510102,0.0,0.0,0.0,0.0,0.0,13.41898499521885,4.5698189972589396e-11,92.04988842723613,6490.139362074216,28.31870718832532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.091925931882398
27,2020-07-12,geo_1,2372.832798487022,21.873436328821604,16.488613342209952,401.71720573248194,6498.72411193179,309.26668783960395,197.58203132640136,18712.532023993972,193.66165178905086,1095.6814157458205,0.0,0.0,0.0,0.0,0.0,0.5468206247423577,0.0,34.88338556839876,6355.756592282546,4.760846283437779,0.0,0.0,4517.252354104611,0.0,0.0,0.0,0.0,0.0,0.0,0.7964531595775329
28,2020-07-19,geo_1,2209.320693710187,7.700181201079277,262.0355203665616,195.9298628498636,5161.001163468392,576.7072074384166,144.2274791863836,18701.995060611207,126.00174339271554,2109.3946103561425,0.0,0.0,0.0,0.0,0.0,0.022265922610665092,0.0,10.236362847121462,6086.777661693109,0.7751569987373255,0.0,0.0,29.15821876613651,0.0,0.0,0.0,0.0,0.0,0.0,0.19546374152095558
29,2020-07-26,geo_1,2897.0167114445476,2.659480049760582,349.49725045529283,49.53266855996911,6201.258232568377,295.97275204084093,254.7602839630419,18694.188240860592,4.517617828583182,740.6033390290734,0.0,0.0,0.0,0.0,0.0,0.0009065762560667888,0.0,2.336512887746512,5819.47169088746,0.10238312017235889,0.0,0.0,944.738888972468,0.0,0.0,0.0,0.0,0.0,1231.4637738382999,5998.329123417157
30,2020-08-02,geo_1,2190.425667754224,0.8078697956708237,815.4388087867457,91.60651313544547,6362.528016877242,78.22715545307625,4.792059782880688,18686.86885941807,33.5165625145917,2256.569344893338,0.0,0.0,0.0,0.0,0.0,3.689289046991962e-05,0.0,0.5469188061423564,5555.235423241368,0.017324817735890837,0.0,0.0,4354.871298428985,0.0,0.0,0.0,0.0,0.0,958.4486524406288,4961.031500619234
31,2020-08-09,geo_1,1963.4956491012076,230.72240567566865,899.2354869383038,22.77387909322954,5755.879920005414,441.8541596829809,0.00015063632594317924,18679.65987548182,167.8302497229844,869.3588883898179,0.0,0.0,0.0,0.0,0.0,1.4740018044394375e-06,0.0,0.033898373903770075,5288.834370058976,0.0005706674913102456,0.0,0.0,27.652434498712875,0.0,0.0,0.0,0.0,0.0,1786.8066416915653,6084.325836036416
32,2020-08-16,geo_1,2974.1519430282297,233.61726043339632,252.87545265365125,5.718903772060926,4684.734961562665,397.9591731277069,4.732619967147398e-09,18669.64901718519,168.81840694187508,2665.0554584965707,0.0,0.0,0.0,0.0,0.0,4.650357489848851e-08,0.0,0.005011580709995824,5016.509431548078,0.0,0.0,0.0,7584.397877059069,0.0,0.0,0.0,0.0,0.0,2487.698355523064,2231.9071421533804
33,2020-08-23,geo_1,2229.3627642184897,396.08551582543663,245.8271375547805,210.35529589245255,2438.4305286016074,332.3992581918869,0.0,18662.407403815352,6.085531635569023,957.2232484508787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011727763066660356,4716.72675746865,0.0,0.0,0.0,6745.983910374182,0.0,0.0,0.0,0.0,0.0,981.6909427921615,648.122462017908
34,2020-08-30,geo_1,1625.9737718335155,241.67464153406812,514.5340805218179,731.2516313678054,898.2181558805486,173.6127246164044,0.0,18674.393008115898,0.21494132599166715,321.1057581059365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016200233230766957,4264.219715460598,0.0,0.0,0.0,56.34250812027495,0.0,0.0,1854.559021246876,0.0,0.0,1455.464198900394,173.3569041123484
35,2020-09-06,geo_1,1160.152311125272,86.72836416785242,142.0185321698312,2803.7241254315236,310.03387115334505,435.0577726356461,0.0,18691.803154147015,0.00758520609427273,105.12980805458437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.515142477455344e-06,0.0,0.0,0.0,0.0,1445.7881849485539,0.0,0.0,1247.6253351278322,0.0,0.0,2342.2623608672952,45.297273768279126
36,2020-09-13,geo_1,2040.6844873333296,30.70503975385301,38.36843623251156,2198.5079947560025,104.46456230755904,345.42290050335225,0.0,18687.07563510045,114.17676634827916,34.13524914356865,0.0,51.11748300114797,0.0,0.0,0.0,0.0,3.2169665352544605,0.0,0.0,0.0,2768.946821556741,0.0,7369.405361200428,0.0,0.0,488.2696366326702,0.0,0.0,1878.7587605240283,11.762632260351555
37,2020-09-20,geo_1,1477.8364225529824,10.817536890834704,472.0285922131892,1231.3065666668583,34.68753128177592,481.93982300797404,0.0,18677.79312892924,130.93678806338423,2090.222988070681,0.0,6.546601753373853,0.0,0.0,0.0,0.0,10.70016625831984,0.0,0.0,0.0,1085.9666809945384,0.0,67.06273983044156,0.0,0.0,1791.3577553520754,0.0,0.0,1154.6755472692937,3.0491477614522533
38,2020-09-27,geo_1,1049.2259683984375,41.537798538570115,179.38302525967123,650.5394766950911,11.176352702376215,591.8425831883401,97.66423171456825,18342.19890228946,298.0710802531662,733.3040571420228,0.0,143.44990696845346,0.0,0.0,0.0,0.0,0.02145845187393991,0.0,0.0,647.8075836358237,367.96916610294795,0.0,0.29780770981976495,0.0,0.0,269.3009236305156,0.0,0.0,404.03751987613896,0.7881380159193468
39,2020-10-04,geo_1,2605.9661640685977,158.31249856754124,1966.0311951051497,587.5292747054466,3.256418213253479,908.337585828059,100.63028559847328,18613.35016839573,379.73198104131677,3717.847232975903,0.0,18.56596167172816,0.0,0.0,0.0,1634.5445901409241,4.299891729585653e-05,0.0,0.0,1070.306322231861,117.84332454689982,0.0,0.0013163223444172428,0.0,0.0,15.955241332822904,0.0,0.0,132.75094548933626,0.0
40,2020-10-11,geo_1,2413.4895503311755,243.74919199522716,2629.012824724386,579.5475585383027,1878.2670405978113,337.3609680015408,0.003201387687492846,18338.43130061707,365.1156482563507,4959.436555791317,0.0,420.12270172066343,0.0,0.0,0.0,3341.731317584072,8.616172599057669e-08,0.0,0.0,190.0500195783464,37.032046009282794,0.0,3830.918848620845,0.0,0.0,0.8586976506723846,0.0,0.0,2126.333678531855,0.0
41,2020-10-18,geo_1,2388.978283519338,145.16699861753114,1520.9331465499884,149.1331381009245,675.4792361951627,329.7324564316438,401.9080929037559,18568.93193515824,445.67064261528157,3290.8139764927805,0.0,59.3026384039456,0.0,0.0,0.0,6186.738689936059,1.724738137675148e-10,0.0,5826.80765640611,32.430107488947556,11.56717585109613,0.0,289.0238719088265,0.0,0.0,0.0459634677245165,0.0,0.0,940.3679088796966,0.0
42,2020-10-25,geo_1,1752.5381765738946,51.511839612007456,3067.230204526352,37.126055455167915,2157.6906118650254,463.0759947009421,462.3727040798561,18536.440592155617,329.7742861074172,4477.032325613663,0.0,490.57086183245264,0.0,0.0,0.0,5931.895889217945,0.0,5.258323910513942e-06,6068.719374031195,5.49548566822135,3.606232017031096,0.0,3996.179668980774,0.0,0.0,0.002459319559385173,0.0,0.0,1335.9297190422362,0.0
43,2020-11-01,geo_1,1447.3864165355762,18.18090742379293,3455.3950746352407,25.295220877304537,4563.275210740373,79.79917680876392,416.09978652640456,18616.962176993657,191.18564639167454,3124.226529130502,0.0,66.12201462593764,0.0,0.0,0.0,6923.735645556418,0.0,1.2305172442016764e-06,6398.222824195044,8549.499864446618,1.1236289664925947,0.0,4672.130114958107,0.0,0.0,0.00013150885624663012,0.0,0.0,1789.4967367065703,0.0
44,2020-11-08,geo_1,1213.4032691117031,212.36765656309757,3862.656836866023,6.0535113719519,3751.972576398586,20.920472418624108,427.72530941930137,18644.349883239778,296.4117788267315,3300.728245569584,0.0,235.22578845618577,0.0,0.0,0.0,8226.185049793552,0.0,456.992078739622,6538.060775791353,10759.383424840536,0.0,0.0,30.641607630219855,0.0,0.0,7.014059747240177e-06,0.0,0.0,1401.775009213218,0.0
45,2020-11-15,geo_1,853.5259593184774,167.87895572226222,3075.2011311831384,8.166042198347437,1465.7377478568778,145.53415668203607,121.9350947661275,18548.898131962513,130.69938005388772,1853.0108423489655,0.0,879.160898659772,0.0,0.0,0.0,8232.10371635166,278.8920345571485,577.037515579357,6348.069690605045,16147.06751660981,0.0,0.0,4792.123031597042,0.0,0.0,0.0,0.0,0.0,2459.88054560762,0.0
46,2020-11-22,geo_1,2842.9722199344515,59.75743209770336,2653.9369081835553,407.1938943815883,518.0666004909851,142.85742504720682,194.75854768205875,18254.31474615315,101.96324132049291,643.9074710583675,0.0,1085.2263298193984,0.0,0.0,0.0,8867.229640924403,0.5708146502812184,174.85811856916786,6391.11727979631,12554.018608829243,0.0,5065.991598662336,639.0060176458995,0.0,0.0,0.0,0.0,0.0,968.1353731213748,0.0
47,2020-11-29,geo_1,3017.81161840376,89.31617807149395,1980.1011381737017,136.1239173840874,176.15676479772438,133.71541956050075,21.289751730897247,14197.74901960895,168.9844427198843,213.41103313954682,0.0,1392.6555294730467,0.0,0.0,0.0,7392.5190935031915,5.167981279530815,729.7159215126574,6494.278923105084,14523.368855238503,0.0,1767.4830363864842,429.2136139115152,0.0,0.0,0.0,0.0,0.0,333.52623229134855,0.0
48,2020-12-06,geo_1,2265.8100509250326,199.97215437321668,588.4163475284715,34.05288142264498,916.1905172396296,278.2471081349363,0.0006706086433262095,3829.885778863113,252.344272442118,69.56706499682983,0.0,1156.3565406490961,0.0,0.0,0.0,6600.056697938203,34.62573346705401,918.5414975364446,6442.072046056054,10431.282312758212,6757.446699223417,507.9403147361017,2199.7946170329924,0.0,0.0,0.0,0.0,0.0,108.85772658682224,0.0
49,2020-12-13,geo_1,1654.6428464943283,168.00651388267073,1918.1486573511559,8.556114009782293,1311.6989589011253,320.68416638497416,677.0091196489282,16568.771785180532,368.89775352812404,22.54910949367095,0.0,1789.545987450151,0.0,0.0,0.0,5601.57118793621,0.06956474066492689,383.4280362550522,6354.564616057861,7165.729547720693,4228.004752225656,2532.7417733356147,11.486372396268012,0.0,0.0,0.0,0.0,0.0,34.97391105367891,6075.52135361754
50,2020-12-20,geo_1,1182.1535742490528,68.28646164580422,3550.8362764252006,154.95792797595308,460.6513103929084,238.72165709284093,143.29374137974466,17976.14416522103,109.10122510157643,2661.522540617018,0.0,937.6568343596958,0.0,0.0,0.0,3214.6759425917953,0.0001393958600063001,93.78291198145622,6572.639227217821,2633.6365417185198,1920.3529466909577,1832.5655658549072,0.05080991247396744,0.0,0.0,0.0,0.0,0.0,11.055250734907949,5059.6250879111685
51,2020-12-27,geo_1,830.5834053695609,241.53615254692016,4898.028375755629,582.6507460245834,794.7350665627745,57.99070860682165,296.5611317139834,12382.140830966971,288.17558993681695,955.81423750882,0.0,1772.1577641552149,0.0,0.0,0.0,1043.2778451801519,2.793235525992308e-07,263.6037294224593,6449.923348215218,500.1815294931859,697.7537267470669,2030.102397277668,0.0002245778800810953,0.0,0.0,0.0,0.0,0.0,3.350526864805533,5224.706147499824
52,2021-01-03,geo_1,576.4477440364548,86.25765516020321,6561.947783302883,150.56136002174327,273.22908137031845,1.981867327807927,239.10180557917988,2582.118709284137,178.47109359185865,5295.616068890581,0.0,670.4804872799207,0.0,0.0,0.0,45.253534074083774,5.586972257939155e-10,519.7027101634186,6334.428295554862,85.09371498551872,2630.5907094994686,2776.171114744794,9.92623443240873e-07,0.0,0.0,0.0,10423.658049562688,0.0,0.9703067156682538,1810.2458384608965
53,2021-01-10,geo_1,1401.2463855707788,101.93210610228532,5961.349252091391,886.9394301177052,92.00258492571791,50.507151037326196,625.5307010125799,18248.809229531722,444.95360019140213,5789.523244116237,0.0,974.9271056015599,0.0,0.0,0.0,1.8475295300191499,0.0,289.7180805270596,6266.154296312573,12.944147668710599,1018.5195531938368,3124.758661059097,6920.078164858771,0.0,0.0,0.0,4079.2339122357785,0.0,0.0,513.9542458372143
54,2021-01-17,geo_1,991.0212029305518,36.13593529651614,4026.4639854443867,370.32621398408946,30.758186113669154,7.512262235244291,778.6244591609445,17883.29002741802,366.2641187085392,5131.528980184578,0.0,673.6072961278809,0.0,0.0,0.0,0.07523514245177404,0.0,405.75411557118053,5997.123782574434,2.063556270036265,343.24400583692227,4993.76153644009,4539.268907181425,0.0,0.0,0.0,7348.856757467815,4164.468901983957,0.0,136.5573614913405
55,2021-01-24,geo_1,689.0239791652829,25.64065477660257,4559.834064714971,104.31130868603786,4051.98172764629,0.2559195331768496,118.64601668886728,15152.006085985631,470.3465788041267,6552.3322837099995,0.0,1220.756043625725,0.0,0.0,0.0,0.003063345555740309,0.0,98.29978153323484,5728.69326167894,0.20724784667571344,4419.413783909873,7756.950774178418,606.7718434403125,0.0,181.79841467579874,0.0,4866.212014181676,4340.479451387495,0.0,35.61794691669534
56,2021-01-31,geo_1,2890.175659418922,8.840602418496173,2553.483076665039,26.30239815704576,1605.109096589443,160.68465262647,64.59130098184681,17763.226616091495,1094.330434133904,5719.952834319005,0.0,1008.091859764669,0.0,0.0,0.0,0.00012467159945334476,0.0,22.752687136515853,5462.30606395484,0.021621678285438338,2026.747820673633,3278.885865378231,2.800489441333574,0.0,2.3444668060367686,0.0,7244.957225116531,4741.955838058323,0.0,9.24481138444761
57,2021-02-07,geo_1,2534.698042235547,3.0294236349743864,3386.668764945936,6.606148878089508,5246.1965756896525,5.527355004481103,0.0020455970629014056,18589.386709264516,476.33378975734655,5328.387156911692,0.0,1776.9626597313686,0.0,0.0,0.0,5.024998323528972e-06,0.0,5.280319135740934,5197.860055859481,0.0005486672356466024,743.266555184675,1024.5773359961076,0.012380441069124356,0.0,141.6368512463364,0.0,2785.682410835135,4899.515332247059,0.0,2.3958345972537303
58,2021-02-14,geo_1,3250.054963580527,1.0587056196617817,3220.212996866406,204.21374373407295,5385.324862704491,159.0864303912689,202.99182795940675,18568.376071311464,608.4255158340053,5141.530450140078,0.0,1479.4253302468267,0.0,0.0,0.0,1.7928339975385395e-07,0.0,1.2364003225189404,4893.816982547126,0.0,245.06002000860377,283.00929967202575,5.472096871404733e-05,0.0,1.7968198532253448,0.0,517.5116175551004,4851.252773062937,310.34810149396907,0.6173249800734726
59,2021-02-21,geo_1,2543.097644932061,0.2714813155904893,4312.614905147902,51.18239495239066,5448.562008550678,12.28797953187523,217.46132122231734,18611.924904092717,416.2580275409965,5228.566159783312,0.0,1209.5852650197526,0.0,0.0,0.0,0.0,0.0,0.2536964671390784,4601.448397360766,0.0,77.75117195640006,75.14535079571479,2.4186497361034215e-07,0.0,0.021572271928637986,0.0,83.16771131999931,4452.700663405236,101.34480516887697,0.0
60,2021-02-28,geo_1,2849.763102855286,0.0953907062169188,4192.2123283359915,12.871185997217426,5414.5299420371075,0.418740040668822,515.5191094511794,18376.277873449908,166.98451985900545,6212.255121186171,0.0,178.3366468024404,0.0,0.0,0.0,0.0,0.0,0.03892560076793354,4265.695940184859,0.0,22.577702803654113,19.5746904819309,1.0674869014895497e-09,0.0,861.4001876725553,0.0,12.307205018709611,3560.9151203353968,2600.646598269794,0.0
61,2021-03-07,geo_1,2126.3139075740737,177.09788363690885,6185.040524878897,63.09385673088498,5565.865380845683,186.90150045611284,232.8173141031794,15150.833242612809,64.46295853296391,6878.552877163857,0.0,1433.874193875772,0.0,0.0,0.0,0.0,0.0,0.006041099302428163,0.0,0.0,7.044689699086175,4.963829364045314,4.751425377549924e-12,0.0,15.427191443647503,0.0,1.9201413640105371,2763.283005470697,3069.067609650505,0.0
62,2021-03-14,geo_1,1715.8284613816115,872.8449052761841,6912.812982834429,15.797173411409348,5766.843976759057,334.35258459017285,199.43446918468788,4828.196736882239,21.564721826079378,8034.7583676639515,0.0,610.2012131226948,0.0,0.0,0.0,0.0,8.257056947039565,0.0,0.0,0.0,2.195543983590806,1.0507671111723773,0.0,0.0,0.18618907663421824,0.0,0.24601210678353125,2088.8322873677557,4131.24379425274,4322.7573791510185
