,time,geo,x1_linear-0,x2_linear-1,x3_linear-2,x4_linear-3,x5_linear-4,x6_linear-5,x7_linear-6,x8_linear-7,x9_linear-8,x10_linear-9,x11_delayed-start-0,x12_delayed-start-1,x13_delayed-start-2,x14_delayed-start-3,x15_delayed-start-4,x16_seasonal-0,x17_seasonal-1,x18_seasonal-2,x19_seasonal-3,x20_seasonal-4,x21_on-off-0,x22_on-off-1,x23_on-off-2,x24_on-off-3,x25_on-off-4,x26_on-off-5,x27_on-off-6,x28_on-off-7,x29_on-off-8,x30_on-off-9,c1,c1_effect,c2,c2_effect,c3,c3_effect,c4,c4_effect,c5,c5_effect,c6,c6_effect,c7,c7_effect,c8,c8_effect,c9,c9_effect,c10,c10_effect,y,population
10,2020-03-15,geo_1,5975.96860920363,0.0,5418.752626135906,295.5488589370938,8.074622773383096,2409.7453759513733,272.6719056993412,910.3571168741487,1889.0932011253722,7672.950706093874,0.0,0.0,0.0,0.0,0.0,0.0,191.68056064861,0.0,0.0,0.0,0.0,5657.3434545731725,0.0,2270.637288978922,423.8326538463599,0.0,0.0,0.0,0.0,7350.472826749881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.371174966038154,77.55271730448388,477.2436529552297,559.028310785601,1129.193514963573,1594.782811876967,0.0,0.0,66692.97335152546,1
11,2020-03-22,geo_1,0.0,0.0,10920.677204452757,0.0,0.0,9107.566795099947,199.85078774552255,2180.434116644108,1591.8790924848154,9583.670402058437,0.0,0.0,0.0,0.0,0.0,0.0,667.930437208179,0.0,0.0,0.0,0.0,2484.6138005667926,0.0,1655.2205824504033,1715.0450253111862,0.0,0.0,0.0,0.0,5911.942585178169,0.0,0.0,0.0,0.0,0.0,0.0,987.1864187245501,1559.7628826859882,0.0,0.0,0.0,0.0,34.09117038885947,55.811638652443726,1133.9651337637506,1328.2913440384414,938.0927265181124,1324.8873079528335,0.0,0.0,70532.60568445284,1
12,2020-03-29,geo_1,2101.7678673447863,0.0,12847.574958488109,0.0,921.2240611260733,7635.71043974574,0.0,507.22214473306497,2186.428652324549,4643.705303436126,0.0,0.0,0.0,0.0,0.0,0.0,3228.359096157265,0.0,0.0,5.777597928462685,0.0,0.0,0.0,2122.220884075078,828.9536279633629,0.0,0.0,0.0,0.0,5048.2773562688435,37.38377423805048,72.9783975648606,0.0,0.0,0.0,0.0,697.6258825067733,1102.2547888584124,0.0,0.0,0.0,0.0,0.0,0.0,261.7109993160293,306.56009138245406,1270.6778272088375,1794.6039641674672,0.0,0.0,68115.71457863318,1
13,2020-04-05,geo_1,1767.279663965941,0.0,8431.080819146184,0.0,1675.414764867907,6747.93752725713,1428.4431888171548,1661.2998558097452,2066.0647460585333,9123.52200401619,0.0,0.0,0.0,0.0,0.0,82.37744401628775,4631.9646011699515,0.0,0.0,1247.2320941326818,0.0,4483.372025412046,0.0,2682.583973780865,0.0,0.0,0.0,0.0,0.0,0.0,137.9371465562553,269.27275604234967,0.0,0.0,55.286965747081695,73.39461655562002,1090.7652282993379,1723.4182769896174,0.0,0.0,0.0,0.0,235.23215041722773,385.10534043776573,850.5047815945553,996.2547399545684,1184.5318741677459,1672.9382944641436,0.0,0.0,74335.1045285847,1
14,2020-04-12,geo_1,0.0,6002.073930899516,11693.367299842163,0.0,863.3483050331487,5846.203934053958,1072.4309427429873,0.0,2997.522965900768,7444.664225778426,0.0,0.0,0.0,0.0,0.0,8.618027944378246,2411.7697122805157,0.0,0.0,1404.5142857896055,0.0,2867.382931634226,0.0,0.0,0.0,8029.323071368053,0.0,0.0,0.0,656.5312624198591,0.0,0.0,1033.5620034345518,696.4035075135214,528.105331454901,701.070998911837,132.96817192833316,210.0908351437648,0.0,0.0,0.0,0.0,173.62910463441284,284.25321679686084,0.0,0.0,1695.9031074339487,2395.158217350944,0.0,0.0,64850.90070095002,1
15,2020-04-19,geo_1,1967.9735971779096,0.0,6056.20602860332,0.0,0.0,303.1096521713111,1554.8115478495477,0.0,2080.886696455019,8186.061355005771,0.0,0.0,0.0,0.0,0.0,787.1240873241,1846.2022635700278,0.0,38.980025927690626,2155.765611082287,0.0,0.0,0.0,0.0,0.0,3726.617987995777,0.0,0.0,0.0,2301.006536702939,0.0,0.0,0.0,0.0,0.0,0.0,209.1593062808522,330.47347118766675,0.0,0.0,0.0,0.0,247.5831396017775,405.32550118629774,0.0,0.0,1162.1192955885292,1641.2845569830797,0.0,0.0,53220.54228105228,1
16,2020-04-26,geo_1,177.1109910471187,7312.355626293456,5445.491037980657,0.0,332.97000487147875,9163.390012392118,2676.4396739913527,1683.3208429730844,2100.1379350879097,5809.879042517395,0.0,0.0,0.0,0.0,0.0,3377.174269264825,2554.7773372484303,121.67686160770829,36.340412851729646,0.0,0.0,5039.808971561326,0.0,0.0,0.0,5146.880492797485,0.0,0.0,0.0,52.39986821456159,0.0,0.0,0.0,0.0,0.0,0.0,423.299922990328,668.817454941483,0.0,0.0,0.0,0.0,419.3288196185787,686.4953092005252,842.2303831096639,986.562367978257,1158.0764996202772,1635.5748345691127,0.0,0.0,65463.22925542981,1
17,2020-05-03,geo_1,0.0,6785.3553298594115,6262.406186614023,1331.7414987650818,0.0,10444.995702078477,1591.6225283958354,821.4607068640174,1579.6657627367917,10473.988501223046,0.0,0.0,0.0,0.0,0.0,2931.724510088274,0.0,408.50327266112026,0.0,0.0,0.0,1774.9232887549829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5441.379768434141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.44188759971962,401.8199957536732,407.94385116361855,477.8526871949073,860.3214197018494,1215.0493202879934,0.0,0.0,61496.246771302955,1
18,2020-05-10,geo_1,2019.2587828963058,3210.4085344116693,6368.933239988002,3257.6355031976595,0.0,7377.678471233299,0.0,2109.574328509155,1010.5429829848061,18510.45507574878,0.0,0.0,0.0,0.0,0.0,6183.655849015884,214.02247543110826,534.2839320220228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1066.4689917562641,0.0,0.0,877.1722243680151,591.0296738012826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039.9022269650723,1218.1089925925196,543.7148085085075,767.8994075699385,0.0,0.0,59739.08712815826,1
19,2020-05-17,geo_1,516.5623197542736,943.6014334733391,3952.34314919987,2358.8091424178147,1220.162929686938,4521.31187221496,3002.0633792131925,2784.2090577828835,1319.0756133792795,12227.90968828955,0.0,0.0,0.0,0.0,0.0,5881.043578339868,121.44604840747151,0.0,0.0,302.03318322225306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4713.606987449219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.9515811260895,734.9915867494177,1362.4402051799818,1595.9199074347932,701.3222882054845,990.4916349545381,31.843435797196097,15.18574754591706,63482.39235634658,1
20,2020-05-24,geo_1,0.0,0.0,3508.77117635202,0.0,2427.5561830469555,3194.9128427830124,1939.7337767408828,3600.3662410640445,3618.9001782082946,6711.096687082987,0.0,0.0,0.0,0.0,0.0,6698.215611538245,0.0,858.3790665554205,0.0,600.9780062327342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771.085517966199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2448.7498704216196,3886.171654364563,0.0,0.0,285.80534292654875,467.9001730479444,1749.0952481202264,2048.8355495248434,1901.7922284972442,2685.939582168464,132.09265598858903,62.99338235006066,68076.41270822778,1
21,2020-05-31,geo_1,0.0,2336.967161187884,5076.816156475586,733.2752501238298,2475.4190558513224,3529.1342621986246,1751.894218585132,4300.700037426965,3752.196942862723,4823.635649665692,0.0,0.0,0.0,0.0,0.0,5518.788370039981,0.0,632.9507271127349,494.91409826179427,1441.5089189041364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.21298617370348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254.40156051795802,416.48813479533595,2074.386797054235,2429.871911113647,1949.4581743162234,2753.259160342289,169.14346049768412,80.66246075075843,65146.77316869647,1
22,2020-06-07,geo_1,0.0,8291.278694183435,1044.9573543174909,854.0120119200918,3593.1246633446267,2669.770289393887,1060.7174905543473,6595.3172353869795,2885.415793196144,409.72119077137023,0.0,0.0,0.0,0.0,0.0,2511.5536515892354,223.71344574106337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.85376364340533,248.6041777917052,3158.6546037101125,3699.9493582220016,1482.4443722735336,2093.686133631256,19.64423934049941,9.36809900967607,56681.53398352553,1
23,2020-06-14,geo_1,0.0,0.0,4965.505114917112,3126.1955529098905,2704.275237658387,5979.779023619851,0.0,5679.389693804293,4119.965661388856,4858.450594247696,0.0,0.0,0.0,0.0,0.0,3063.6203259991134,0.0,5358.194275906748,1790.212889025305,983.7128371921565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.943286098378,3163.800615064294,2093.63944556565,2956.889282315292,280.23962301615245,133.64287053035216,62375.67649196021,1
24,2020-06-21,geo_1,0.0,3243.949525593092,1291.4896818803797,0.0,3231.385377745518,2503.2550172328943,0.0,5049.484191284122,3996.461606625744,33.40266074802,0.0,0.0,0.0,0.0,0.0,1314.4949442756279,0.0,555.277054740939,2036.8931826140583,303.120823760496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384.7293214552883,2793.3974522215453,2009.1654224475133,2837.5849130166002,2.1319787152047858,1.0167147398466108,56244.451054601275,1
25,2020-06-28,geo_1,3401.907386501685,0.0,0.0,1307.0853252653808,3636.910452468842,8774.133703645366,0.0,8034.939130397451,3782.273533267761,2129.104100443161,0.0,0.0,0.0,0.0,0.0,159.5116548102926,0.0,0.0,2338.459472395027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3768.6285695319384,4414.453812341076,1881.547608241384,2657.3476960221255,140.84365308775074,67.16662651784684,55946.973599808014,1
26,2020-07-05,geo_1,0.0,2052.322466112044,0.0,3281.1720030901593,2709.085534152529,10819.29253253362,1009.8860451606317,9454.264335714935,2630.2830919980497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.15154116288628,2728.02926355553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.95189610091444,224.2079004846677,4404.19988943878,5158.942207631746,1295.01446647218,1828.975091420426,0.0,0.0,52345.79363441466,1
27,2020-07-12,geo_1,2760.9176005619265,256.7773759879248,0.0,2216.57945255379,3845.4868921173847,11838.09197334003,1960.8593913739328,7752.716544126169,2249.9196938632635,574.5968653672041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.45963190999917,963.5160185815836,0.0,0.0,0.0,5846.305436492625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.5082005469863,429.7597490821079,3587.245297366008,4201.987111912904,1096.563759408215,1548.6991489566121,34.194977154654,16.30716904156117,57226.39134396349,1
28,2020-07-19,geo_1,1380.8648514132087,0.0,1589.8877900012444,845.642858349077,1842.293612396907,18580.30827777923,1597.3540603836138,5863.042586530535,1744.8422536798682,1993.5560369808165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.29770465512716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.15640124785412,345.6902368317289,2694.8026090897088,3156.607617789256,841.9767061919976,1189.1407108188162,101.9699671736045,48.62823812812802,50957.887137093756,1
29,2020-07-26,geo_1,6277.917782450577,0.0,1409.3147022514042,0.0,3564.2771828629466,10571.031849851406,2314.2161361835806,5435.375102173594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017.075094992593,0.0,0.0,0.0,0.0,0.0,2493.621192046071,4823.301151624131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.14548591459396,494.65109258446057,2481.752894008505,2907.0478350709473,0.0,0.0,0.0,0.0,57558.38045967028,1
30,2020-08-02,geo_1,97.88313210245528,0.0,3042.760899018522,1213.0695833468355,3522.4998304931046,3877.263208557864,179.19246467675683,5006.094154018241,995.7658506032903,2327.8517696501435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5578.227263614697,0.0,0.0,0.0,0.0,0.0,1084.5370494616557,1951.5635241405666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.112148166937367,37.83756460283859,2270.811185463021,2659.9573053756835,471.2943279178898,665.6184998749343,63.20376961637592,30.141109629542573,58597.43969129894,1
31,2020-08-09,geo_1,792.1700262402593,9952.589230369142,2633.3761210657917,0.0,2604.398805757728,16114.438429484326,0.0,4654.275004784995,2402.200842616395,58.83171171858659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3349.6483907645916,5123.17432581367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2097.5603829829483,2457.016725961062,1126.2989262545113,1590.6947257699424,0.7650689733261486,0.36485209567643,53387.33284637924,1
32,2020-08-16,geo_1,7373.239734536209,5500.464873791888,0.0,0.0,1581.5126731668183,13738.508245298723,0.0,4215.473576144669,2168.3662111391927,3221.0930924440863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9673.890283777317,0.0,0.0,0.0,0.0,0.0,4895.776224968334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1887.6270595029077,2211.1073870396626,1007.301061506641,1422.6316375258643,0.0,0.0,60401.90247274852,1
33,2020-08-23,geo_1,0.0,10536.313604083689,958.5009028099284,2705.140724776278,239.93596365236786,12085.598563978801,0.0,4028.631843756851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8026.950447769319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1792.5089222437107,2099.6889715870634,0.0,0.0,0.0,0.0,48656.007911025226,1
34,2020-08-30,geo_1,0.0,3372.47097568854,2110.370180007608,4592.617419745558,0.0,7427.199044594667,0.0,4705.403280998963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4836.18521781243,0.0,0.0,2447.313110811072,0.0,0.0,0.0,531.7186340456551,358.26657765011447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2080.465967155124,2436.992861117768,0.0,0.0,0.0,0.0,41690.48469368802,1
35,2020-09-06,geo_1,0.0,0.0,0.0,11025.03338753012,0.0,15544.2535244199,0.0,5846.136807394144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2617.672128645604,0.0,0.0,1511.077672273067,0.0,0.0,4677.521314651499,0.0,0.0,0.0,1553.5081292223517,1046.737889498781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2568.7298714576373,3008.9299501698924,0.0,0.0,0.0,0.0,41709.79658248631,1
36,2020-09-13,geo_1,1650.0202206875852,0.0,0.0,5343.214438784845,0.0,12341.870865304501,0.0,5086.3148521912935,2070.6087868924938,0.0,0.0,37.7653758965672,0.0,0.0,0.0,0.0,236.89658324151793,0.0,0.0,0.0,2080.274141985753,0.0,9237.975978622693,0.0,0.0,326.43991166373826,0.0,0.0,2433.179223836741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221.0772541667084,2601.700531442405,928.4157900958277,1311.2203751610846,0.0,0.0,47123.667383263855,1
37,2020-09-20,geo_1,0.0,0.0,2408.217087980433,2716.788640340776,0.0,16167.677672457541,0.0,4530.39978834584,1906.0525953324684,2050.8003825047813,0.0,0.0,0.0,0.0,0.0,0.0,442.2252491438579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4274.803180168073,0.0,0.0,1000.0040425725429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1966.2230290979624,2303.1722512766346,847.4155931881494,1196.8221607937426,0.0,0.0,39462.24631029112,1
38,2020-09-27,geo_1,0.0,2295.8602511221943,265.1108002520776,1802.1955190300116,0.0,18442.67418194204,1244.7348144067005,538.5639794939357,3198.897644298596,0.0,0.0,148.13722828927305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666.4556393940927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.72118006790512,240.20147713338767,232.3238788206359,272.1369361918835,1410.394293727619,1991.9283522264302,0.0,0.0,33922.30219187264,1
39,2020-10-04,geo_1,4446.859604222631,6273.411332973585,7137.183496910018,2659.2038617950675,0.0,25172.72239515353,1267.1653987022473,3603.804069560688,3518.2545077484856,6428.367974060996,0.0,0.0,0.0,0.0,0.0,1234.8894497829242,0.0,0.0,0.0,603.1329762552623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.81774904737338,241.99670184821767,1545.2619169513293,1810.0715510943812,1538.529927182213,2172.896895805912,0.0,0.0,44770.02242714636,1
40,2020-10-11,geo_1,1913.3493480996674,6988.554141027789,6724.402722216351,2764.8207373536557,488.84687836177636,10944.288004807195,0.0,1090.1529308258316,3342.3112686175587,11268.651056723345,0.0,635.7875942686591,0.0,0.0,0.0,2892.2092497733706,0.0,0.0,0.0,0.0,0.0,0.0,5127.351067635091,0.0,0.0,0.0,0.0,0.0,4865.734469208048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464.6612457767382,544.2896719644187,1449.8476449091281,2047.6491170921818,0.0,0.0,51499.11321692285,1
41,2020-10-18,geo_1,2150.8378574473536,2252.16420035575,2379.334847689707,0.0,0.0,12188.34253412547,3131.257108477866,2948.073505859414,3845.485410893346,3189.204031584438,0.0,3.1920847606486773,0.0,0.0,0.0,7059.249223258759,0.0,0.0,471.00078056382233,0.0,0.0,0.0,772.0732521822706,0.0,0.0,0.0,0.0,0.0,280.53452792920007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1375.9090390165202,1952.1349520869073,357.91968361133644,585.9606408479542,1249.1620296342257,1463.229390270054,1654.9320686391322,2337.2939916103055,0.0,0.0,55982.425319704016,1
42,2020-10-25,geo_1,0.0,0.0,8689.025323137173,0.0,586.8395030670291,15741.390150898362,3435.4366404799666,2271.522913518226,3052.048735160544,8944.949155741058,0.0,786.6640430765738,0.0,0.0,0.0,6425.88566022855,0.0,0.183229793633749,853.5503847814978,0.0,0.0,0.0,5250.597721428352,0.0,0.0,0.0,0.0,0.0,2176.7170706985785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2153.272671006289,3055.055765495584,388.8133073593394,636.5374836380612,956.8679695758125,1120.8452566408355,1303.2546223213526,1840.612829984548,0.0,0.0,64165.22976179062,1
43,2020-11-01,geo_1,191.29732162372304,0.0,8013.307922636229,395.09039177763185,2097.441880856312,3461.574236604796,3199.9786403369944,3415.344524885231,2163.962861068677,3063.402185447868,0.0,0.0,0.0,0.0,0.0,8458.535796012393,0.0,0.0,2658.1417442978204,3307.3203024142995,0.0,0.0,5762.850819091584,0.0,0.0,0.0,0.0,0.0,3081.5204423493456,0.0,515.9081027181007,1007.1253476801947,0.0,0.0,0.0,0.0,1037.1150342716564,1638.6505171156557,0.0,0.0,0.0,0.0,358.6463652606538,587.1503123424922,1430.3637005718722,1675.4833686908073,916.9597560573089,1295.0407868666048,0.0,0.0,75932.8933779491,1
